_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,the_author_of_the_tweet_seems_to_be_an_eye_witness_of_the_event,type_of_message,nil,the_author_of_the_tweet_seems_to_be_an_eye_witness_of_the_event_gold,tweet,tweet_no,tweet_no_rt,type_of_message_gold,user
238842003,12/24/2012 13:35:01,false,787051078,,12/24/2012 13:33:37,false,instagc,0.8636,14893322,USA,VA,Lynchburg,96.235.218.238,,"Can not judge (not in English, too short, etc.)",,,http://t.co/38eAM45l Â™ÂƒÃ¸Ã¥Â™ÂƒÂ™ÂšÃ¸_Ã¸Â© Ã¸Ã‡Ã¸Ã‚Ã¸_Ã¸Ã‚ Ã¸Ã¥Ã¸_Â™_Ã¸Ã‚Â™ÃŠ Ã¸Ã‡Ã¸Â±Â™ÂƒÂ™ÂšÃ¸Â‡Ã¸Â© Ã¸_Ã¸Â±Ã¸Ã‚Â™_Ã¸Â© Ã¸_Ã¸Ã‡Ã¸_Â™ÃŠ Â™_Ã¸ÂµÂ™ÂšÃ¸Â±Â™ÂˆÃ¸_ #kuwait #saudi #sandy #sex #ksa #egypt #bahrain http://t.co/ZC5vdlfQ,22061,http://t.co/38eAM45l Â™ÂƒÃ¸Ã¥Â™ÂƒÂ™ÂšÃ¸_Ã¸Â© Ã¸Ã‡Ã¸Ã‚Ã¸_Ã¸Ã‚ Ã¸Ã¥Ã¸_Â™_Ã¸Ã‚Â™ÃŠ Ã¸Ã‡Ã¸Â±Â™ÂƒÂ™ÂšÃ¸Â‡Ã¸Â© Ã¸_Ã¸Â±Ã¸Ã‚Â™_Ã¸Â© Ã¸_Ã¸Ã‡Ã¸_Â™ÃŠ Â™_Ã¸ÂµÂ™ÂšÃ¸Â±Â™ÂˆÃ¸_ #kuwait #saudi #sandy #sex #ksa #egypt #bahrain http://t.co/ZC5vdlfQ,,m37261
238842003,12/24/2012 13:47:10,false,787067172,,12/24/2012 13:46:01,false,instagc,0.9167,13637820,USA,FL,Argyle,68.207.157.78,,"Can not judge (not in English, too short, etc.)",,,http://t.co/38eAM45l Â™ÂƒÃ¸Ã¥Â™ÂƒÂ™ÂšÃ¸_Ã¸Â© Ã¸Ã‡Ã¸Ã‚Ã¸_Ã¸Ã‚ Ã¸Ã¥Ã¸_Â™_Ã¸Ã‚Â™ÃŠ Ã¸Ã‡Ã¸Â±Â™ÂƒÂ™ÂšÃ¸Â‡Ã¸Â© Ã¸_Ã¸Â±Ã¸Ã‚Â™_Ã¸Â© Ã¸_Ã¸Ã‡Ã¸_Â™ÃŠ Â™_Ã¸ÂµÂ™ÂšÃ¸Â±Â™ÂˆÃ¸_ #kuwait #saudi #sandy #sex #ksa #egypt #bahrain http://t.co/ZC5vdlfQ,22061,http://t.co/38eAM45l Â™ÂƒÃ¸Ã¥Â™ÂƒÂ™ÂšÃ¸_Ã¸Â© Ã¸Ã‡Ã¸Ã‚Ã¸_Ã¸Ã‚ Ã¸Ã¥Ã¸_Â™_Ã¸Ã‚Â™ÃŠ Ã¸Ã‡Ã¸Â±Â™ÂƒÂ™ÂšÃ¸Â‡Ã¸Â© Ã¸_Ã¸Â±Ã¸Ã‚Â™_Ã¸Â© Ã¸_Ã¸Ã‡Ã¸_Â™ÃŠ Â™_Ã¸ÂµÂ™ÂšÃ¸Â±Â™ÂˆÃ¸_ #kuwait #saudi #sandy #sex #ksa #egypt #bahrain http://t.co/ZC5vdlfQ,,m37261
238842004,12/24/2012 13:17:07,false,787029702,,12/24/2012 13:06:57,false,fusioncash,0.875,14888550,USA,TX,Mabank,24.75.117.149,,"Informative: damage (building, road, lines, etc.)
Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @BloombergNews: This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,33831,This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,"Informative: damage (building, road, lines, etc.)",ichniowskiENR
238842004,12/24/2012 13:41:19,false,787059634,,12/24/2012 13:38:59,false,instagc,0.8636,14893322,USA,VA,Lynchburg,96.235.218.238,,"Informative: damage (building, road, lines, etc.)
Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @BloombergNews: This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,33831,This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,"Informative: damage (building, road, lines, etc.)",ichniowskiENR
238842004,12/24/2012 13:47:03,false,787067006,,12/24/2012 13:45:01,false,instagc,0.8889,13608190,USA,SC,Summerville,98.25.35.43,,"Informative: damage (building, road, lines, etc.)
Informative: information source with extensive coverage (radio, tv, website, etc.)
Informative: other type of photos/videos (not in the above classes)",,,RT @BloombergNews: This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,33831,This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,"Informative: damage (building, road, lines, etc.)",ichniowskiENR
238842004,1/2/2013 12:04:04,true,797063822,,1/2/2013 12:00:49,false,instagc,0.8636,13839342,USA,TN,Bluff City,66.191.227.15,true,"Informative: damage (building, road, lines, etc.)",,,RT @BloombergNews: This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,33831,This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,"Informative: damage (building, road, lines, etc.)",ichniowskiENR
238842004,1/2/2013 12:05:22,true,797064723,false,1/2/2013 12:02:37,false,instagc,0.9565,13763729,USA,NY,Mastic,74.90.76.241,,Informative: other type of photos/videos (not in the above classes),,,RT @BloombergNews: This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,33831,This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,"Informative: damage (building, road, lines, etc.)",ichniowskiENR
238842004,1/2/2013 12:05:35,true,797064825,false,1/2/2013 12:02:01,false,amt,0.775,1742094,USA,KY,Winchester,184.43.93.171,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @BloombergNews: This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,33831,This is the explosion that blacked out lower Manhattan -- WATCH: http://t.co/FACgp8ap #Sandy,"Informative: damage (building, road, lines, etc.)",ichniowskiENR
238842005,12/24/2012 13:00:59,false,787012542,,12/24/2012 12:54:54,false,instagc,0.7333,14425455,USA,MI,Rochester,69.136.129.135,,Not informative: personal only,,,RT @MichelleDBeadle: What does he want from us??!!? #sandy RT @weasle81: looks like the east coast has more than #sandy to worry about!!! http://t.co/FHcR3rEt,106346,What does he want from us??!!? #sandy RT @weasle81: looks like the east coast has more than #sandy to worry about!!! http://t.co/FHcR3rEt,,___Realizing___
238842005,12/24/2012 13:27:20,false,787041512,,12/24/2012 13:23:26,false,instagc,0.8571,14343804,USA,PA,Lebanon,98.235.250.131,,Not informative: personal only,,,RT @MichelleDBeadle: What does he want from us??!!? #sandy RT @weasle81: looks like the east coast has more than #sandy to worry about!!! http://t.co/FHcR3rEt,106346,What does he want from us??!!? #sandy RT @weasle81: looks like the east coast has more than #sandy to worry about!!! http://t.co/FHcR3rEt,,___Realizing___
238842005,12/24/2012 13:44:46,false,787064227,,12/24/2012 13:43:01,false,instagc,0.8636,14893322,USA,VA,Lynchburg,96.235.218.238,,Not informative: personal only,,,RT @MichelleDBeadle: What does he want from us??!!? #sandy RT @weasle81: looks like the east coast has more than #sandy to worry about!!! http://t.co/FHcR3rEt,106346,What does he want from us??!!? #sandy RT @weasle81: looks like the east coast has more than #sandy to worry about!!! http://t.co/FHcR3rEt,,___Realizing___
238842006,12/24/2012 13:06:35,false,787018065,,12/24/2012 12:56:07,false,fusioncash,0.875,14888550,USA,TX,Mabank,24.75.117.149,,Informative: other,,,RT @miss_kalia: #Sandy killed 67 people in the Caribbean & left 200000 homeless in Haiti yet all news is focused on NY. Because the poor don't count right?,68282,#Sandy killed 67 people in the Caribbean & left 200000 homeless in Haiti yet all news is focused on NY. Because the poor don't count right?,,xo_inthemiddle
238842006,12/24/2012 13:39:44,false,787057471,,12/24/2012 13:37:51,false,instagc,0.8333,13441146,USA,GA,Cleveland,98.18.108.46,,Informative: other,,,RT @miss_kalia: #Sandy killed 67 people in the Caribbean & left 200000 homeless in Haiti yet all news is focused on NY. Because the poor don't count right?,68282,#Sandy killed 67 people in the Caribbean & left 200000 homeless in Haiti yet all news is focused on NY. Because the poor don't count right?,,xo_inthemiddle
238842006,12/24/2012 13:48:12,false,787068358,,12/24/2012 13:45:21,false,instagc,0.9048,14031300,USA,TX,Dallas,70.247.113.51,true,Not informative: personal only,,,RT @miss_kalia: #Sandy killed 67 people in the Caribbean & left 200000 homeless in Haiti yet all news is focused on NY. Because the poor don't count right?,68282,#Sandy killed 67 people in the Caribbean & left 200000 homeless in Haiti yet all news is focused on NY. Because the poor don't count right?,,xo_inthemiddle
238842007,12/24/2012 13:23:07,false,787036572,,12/24/2012 13:21:52,false,fusioncash,0.7,13063182,USA,SC,Moncks Corner,98.124.116.69,,"Informative: other type of photos/videos (not in the above classes)
Informative: other
Not informative: personal only
Not informative: unrelated to the disaster",,,Google Crisis Map links to a great series of maps showing #Sandy power outages. http://t.co/ypuLd6DJ,59083,Google Crisis Map links to a great series of maps showing #Sandy power outages. http://t.co/ypuLd6DJ,,sdlawsonmedia
238842007,12/24/2012 13:31:09,false,787045694,,12/24/2012 13:27:54,false,instagc,0.8571,14343804,USA,PA,Lebanon,98.235.250.131,,"Informative: damage (building, road, lines, etc.)",,,Google Crisis Map links to a great series of maps showing #Sandy power outages. http://t.co/ypuLd6DJ,59083,Google Crisis Map links to a great series of maps showing #Sandy power outages. http://t.co/ypuLd6DJ,,sdlawsonmedia
238842007,12/24/2012 13:34:04,false,787049829,,12/24/2012 13:32:43,false,instagc,0.9048,14031300,USA,TX,Dallas,70.247.113.51,true,"Informative: damage (building, road, lines, etc.)",,,Google Crisis Map links to a great series of maps showing #Sandy power outages. http://t.co/ypuLd6DJ,59083,Google Crisis Map links to a great series of maps showing #Sandy power outages. http://t.co/ypuLd6DJ,,sdlawsonmedia
238842008,12/24/2012 13:36:36,false,787053279,,12/24/2012 13:35:03,false,instagc,0.8636,14893322,USA,VA,Lynchburg,96.235.218.238,,"Informative: damage (building, road, lines, etc.)",,,Not too much damage at all near me except for this billboard that took a spill. #sandy http://t.co/k4RNyqgx,49684,Not too much damage at all near me except for this billboard that took a spill. #sandy http://t.co/k4RNyqgx,,WeatherGalCass
238842008,12/24/2012 13:47:33,false,787067568,,12/24/2012 13:45:12,false,golddiggergpt,0.8182,11092052,USA,IL,Chicago,108.92.226.94,,"Informative: damage (building, road, lines, etc.)",,,Not too much damage at all near me except for this billboard that took a spill. #sandy http://t.co/k4RNyqgx,49684,Not too much damage at all near me except for this billboard that took a spill. #sandy http://t.co/k4RNyqgx,,WeatherGalCass
238842008,12/24/2012 13:47:53,false,787068015,,12/24/2012 13:45:23,false,amt,0.8182,4911269,USA,FL,Alachua,174.131.46.90,,"Informative: damage (building, road, lines, etc.)",,,Not too much damage at all near me except for this billboard that took a spill. #sandy http://t.co/k4RNyqgx,49684,Not too much damage at all near me except for this billboard that took a spill. #sandy http://t.co/k4RNyqgx,,WeatherGalCass
238842009,12/24/2012 13:26:01,false,787039948,,12/24/2012 13:23:30,false,instagc,0.9091,14545842,USA,NY,Kew Gardens,74.73.57.78,,Not informative: personal only,,,RT @ICONiacGenni: Thank you Sandy for making thousands of ICONiacz bawl their eyes out on this day #RIPICONICBENCH _Ã´Ã–Ã_Ã´Ã–Â‚_Ã´Ã–Â©_Ã´ÃÃ®,138719,Thank you Sandy for making thousands of ICONiacz bawl their eyes out on this day #RIPICONICBENCH _Ã´Ã–Ã_Ã´Ã–Â‚_Ã´Ã–Â©_Ã´ÃÃ®,,g0ttal0vtheb0yz
238842009,12/24/2012 13:28:18,false,787042748,,12/24/2012 13:26:18,false,instagc,0.7333,14425455,USA,MI,Rochester,69.136.129.135,,Not informative: personal only,,,RT @ICONiacGenni: Thank you Sandy for making thousands of ICONiacz bawl their eyes out on this day #RIPICONICBENCH _Ã´Ã–Ã_Ã´Ã–Â‚_Ã´Ã–Â©_Ã´ÃÃ®,138719,Thank you Sandy for making thousands of ICONiacz bawl their eyes out on this day #RIPICONICBENCH _Ã´Ã–Ã_Ã´Ã–Â‚_Ã´Ã–Â©_Ã´ÃÃ®,,g0ttal0vtheb0yz
238842009,12/24/2012 13:33:35,false,787049110,,12/24/2012 13:30:44,false,instagc,0.8636,14893322,USA,VA,Lynchburg,96.235.218.238,,Not informative: personal only,,,RT @ICONiacGenni: Thank you Sandy for making thousands of ICONiacz bawl their eyes out on this day #RIPICONICBENCH _Ã´Ã–Ã_Ã´Ã–Â‚_Ã´Ã–Â©_Ã´ÃÃ®,138719,Thank you Sandy for making thousands of ICONiacz bawl their eyes out on this day #RIPICONICBENCH _Ã´Ã–Ã_Ã´Ã–Â‚_Ã´Ã–Â©_Ã´ÃÃ®,,g0ttal0vtheb0yz
238842010,12/24/2012 13:33:49,false,787049445,,12/24/2012 13:31:41,false,amt,0.875,14512675,USA,NY,Bronx,74.89.53.157,,"Informative: caution or advice
Informative: casualties (people injured or dead)
Informative: damage (building, road, lines, etc.)
Not informative: personal only",,,RT @ckanal: #sandy RT @NYScanner: Manhattan: FDNY at the One World Trade Center with a Crane on top of freedom tower broken.,124614,#sandy RT @NYScanner: Manhattan: FDNY at the One World Trade Center with a Crane on top of freedom tower broken.,,jrwiese
238842010,12/24/2012 13:39:44,false,787057474,,12/24/2012 13:37:51,false,instagc,0.8333,13441146,USA,GA,Cleveland,98.18.108.46,,"Informative: damage (building, road, lines, etc.)",,,RT @ckanal: #sandy RT @NYScanner: Manhattan: FDNY at the One World Trade Center with a Crane on top of freedom tower broken.,124614,#sandy RT @NYScanner: Manhattan: FDNY at the One World Trade Center with a Crane on top of freedom tower broken.,,jrwiese
238842010,12/24/2012 13:44:53,false,787064397,,12/24/2012 13:42:08,false,instagc,0.9091,14545842,USA,NY,Kew Gardens,74.73.57.78,,"Informative: damage (building, road, lines, etc.)",,,RT @ckanal: #sandy RT @NYScanner: Manhattan: FDNY at the One World Trade Center with a Crane on top of freedom tower broken.,124614,#sandy RT @NYScanner: Manhattan: FDNY at the One World Trade Center with a Crane on top of freedom tower broken.,,jrwiese
238842011,12/24/2012 13:23:56,false,787037635,,12/24/2012 13:20:18,false,instagc,0.8636,14893322,USA,VA,Lynchburg,96.235.218.238,,Not informative: personal only,,,RT @rqry: Hurricane Shaniqua would be a much better name than Hurricane Sandy,59334,Hurricane Shaniqua would be a much better name than Hurricane Sandy,,charlotteaggus
238842011,12/24/2012 13:25:57,false,787039873,,12/24/2012 13:24:23,false,fusioncash,0.7,13063182,USA,SC,Moncks Corner,98.124.116.69,,"Informative: other type of photos/videos (not in the above classes)
Informative: other
Not informative: personal only
Not informative: unrelated to the disaster
Can not judge (not in English, too short, etc.)",,,RT @rqry: Hurricane Shaniqua would be a much better name than Hurricane Sandy,59334,Hurricane Shaniqua would be a much better name than Hurricane Sandy,,charlotteaggus
238842011,12/24/2012 13:27:20,false,787041517,,12/24/2012 13:23:26,false,instagc,0.8571,14343804,USA,PA,Lebanon,98.235.250.131,,Not informative: unrelated to the disaster,,,RT @rqry: Hurricane Shaniqua would be a much better name than Hurricane Sandy,59334,Hurricane Shaniqua would be a much better name than Hurricane Sandy,,charlotteaggus
238842012,12/24/2012 13:27:48,false,787042165,,12/24/2012 13:25:59,false,fusioncash,0.7,13063182,USA,SC,Moncks Corner,98.124.116.69,,"Informative: caution or advice
Informative: casualties (people injured or dead)
Informative: damage (building, road, lines, etc.)
Informative: offers/gives donations of money, goods, or free services
Informative: requests donations of money, goods, or free services",,,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,80485,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,,glunardi
238842012,12/24/2012 13:52:02,false,787073424,,12/24/2012 13:49:32,false,instagc,0.8333,13441146,USA,GA,Cleveland,98.18.108.46,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,80485,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,,glunardi
238842012,12/24/2012 13:52:06,false,787073535,,12/24/2012 13:47:25,false,instagc,0.7917,12973811,USA,SC,Greer,108.94.86.115,true,Informative: other type of photos/videos (not in the above classes),,,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,80485,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,,glunardi
238842012,12/24/2012 13:52:22,false,787073923,,12/24/2012 13:49:39,false,instagc,0.8889,13608190,USA,SC,Summerville,98.25.35.43,true,"Informative: other
Not informative: personal only",,,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,80485,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,,glunardi
238842012,12/24/2012 13:54:14,false,787076222,,12/24/2012 13:51:24,false,golddiggergpt,0.8182,11092052,USA,IL,Chicago,108.92.226.94,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,80485,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,,glunardi
238842012,12/24/2012 13:57:23,false,787080068,,12/24/2012 13:51:30,false,instagc,0.8,14452255,USA,AL,Elmore,68.207.200.230,true,"Informative: damage (building, road, lines, etc.)",,,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,80485,Created a timelapse of hurricane #Sandy passing through 42nd & 10th New York http://t.co/N188sBX0,,glunardi
238842013,12/24/2012 13:15:04,false,787027469,,12/24/2012 13:12:39,false,amt,0.875,14512675,USA,NY,Bronx,74.89.53.157,,Not informative: personal only,,,RT @sandyhuricane_: Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,42437,Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,,_Kay_Cee_xo
238842013,12/24/2012 13:45:59,false,787065788,,12/24/2012 13:44:08,false,instagc,0.9167,13637820,USA,FL,Argyle,68.207.157.78,true,Informative: other type of photos/videos (not in the above classes),,,RT @sandyhuricane_: Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,42437,Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,,_Kay_Cee_xo
238842013,12/24/2012 13:52:33,false,787074164,,12/24/2012 13:50:45,false,instagc,0.9091,14545842,USA,NY,Kew Gardens,74.73.57.78,,"Informative: other type of photos/videos (not in the above classes)
Not informative: personal only",,,RT @sandyhuricane_: Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,42437,Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,,_Kay_Cee_xo
238842013,12/24/2012 13:54:14,false,787076224,,12/24/2012 13:51:24,false,golddiggergpt,0.8182,11092052,USA,IL,Chicago,108.92.226.94,,Not informative: personal only,,,RT @sandyhuricane_: Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,42437,Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,,_Kay_Cee_xo
238842013,12/24/2012 13:56:12,false,787078567,,12/24/2012 13:52:35,false,instagc,0.9091,14545842,USA,NY,Kew Gardens,74.73.57.78,,Not informative: personal only,,,RT @sandyhuricane_: Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,42437,Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,,_Kay_Cee_xo
238842013,12/24/2012 13:57:23,false,787080069,,12/24/2012 13:51:30,false,instagc,0.8,14452255,USA,AL,Elmore,68.207.200.230,true,Informative: other type of photos/videos (not in the above classes),,,RT @sandyhuricane_: Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,42437,Rainbow over today's NYC sky offers glimpse of hope after Hurricane #Sandy. http://t.co/VgspdfMW,,_Kay_Cee_xo
238842014,12/24/2012 13:23:31,false,787037036,,12/24/2012 13:19:54,false,fusioncash,0.875,14888550,USA,TX,Mabank,24.75.117.149,,Not informative: personal only,,,"My mom starts dancing & is like ""yeah sandy come get me"" _Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰",120287,"My mom starts dancing & is like """"yeah sandy come get me"""" _Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰",,TajStayFly
238842014,12/24/2012 13:34:04,false,787049825,,12/24/2012 13:32:43,false,instagc,0.9048,14031300,USA,TX,Dallas,70.247.113.51,true,Not informative: personal only,,,"My mom starts dancing & is like ""yeah sandy come get me"" _Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰",120287,"My mom starts dancing & is like """"yeah sandy come get me"""" _Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰",,TajStayFly
238842014,12/24/2012 13:39:27,false,787057023,,12/24/2012 13:38:04,false,amt,0.875,14512675,USA,NY,Bronx,74.89.53.157,,"Not informative: personal only
Not informative: unrelated to the disaster
Can not judge (not in English, too short, etc.)",,,"My mom starts dancing & is like ""yeah sandy come get me"" _Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰",120287,"My mom starts dancing & is like """"yeah sandy come get me"""" _Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰_Ã´Ã–Â‰",,TajStayFly
238842015,12/24/2012 13:33:58,false,787049675,,12/24/2012 13:31:26,false,instagc,0.9167,13637820,USA,FL,Argyle,68.207.157.78,,"Informative: requests donations of money, goods, or free services",,,RT @MittRomney: Our continued prayers are with those affected by #Sandy. Support the Red Cross: Text REDCROSS to 90999 or visit http://t.co/oePuXjMo,31058,Our continued prayers are with those affected by #Sandy. Support the Red Cross: Text REDCROSS to 90999 or visit http://t.co/oePuXjMo,,Agent_Perryyy
238842015,12/24/2012 13:41:30,false,787059923,,12/24/2012 13:39:30,false,amt,0.875,14512675,USA,NY,Bronx,74.89.53.157,,"Informative: caution or advice
Informative: casualties (people injured or dead)
Informative: information source with extensive coverage (radio, tv, website, etc.)
Not informative: personal only",,,RT @MittRomney: Our continued prayers are with those affected by #Sandy. Support the Red Cross: Text REDCROSS to 90999 or visit http://t.co/oePuXjMo,31058,Our continued prayers are with those affected by #Sandy. Support the Red Cross: Text REDCROSS to 90999 or visit http://t.co/oePuXjMo,,Agent_Perryyy
238842015,12/24/2012 13:47:35,false,787067642,,12/24/2012 13:45:36,false,instagc,0.9167,13441146,USA,GA,Cleveland,98.18.108.46,,"Informative: offers/gives donations of money, goods, or free services",,,RT @MittRomney: Our continued prayers are with those affected by #Sandy. Support the Red Cross: Text REDCROSS to 90999 or visit http://t.co/oePuXjMo,31058,Our continued prayers are with those affected by #Sandy. Support the Red Cross: Text REDCROSS to 90999 or visit http://t.co/oePuXjMo,,Agent_Perryyy
238842016,12/24/2012 13:22:00,false,787035444,,12/24/2012 13:19:50,false,instagc,0.9048,14031300,USA,TX,Dallas,70.247.113.51,true,Not informative: personal only,,,Some breeze a rass blow outadoor. Wonder if Sandy waah touch Toronto so mi call out work tmrw. Sigh.,117141,Some breeze a rass blow outadoor. Wonder if Sandy waah touch Toronto so mi call out work tmrw. Sigh.,,Jamrock_Prize
238842016,12/24/2012 13:23:31,false,787037040,,12/24/2012 13:19:54,false,fusioncash,0.875,14888550,USA,TX,Mabank,24.75.117.149,,Not informative: personal only,,,Some breeze a rass blow outadoor. Wonder if Sandy waah touch Toronto so mi call out work tmrw. Sigh.,117141,Some breeze a rass blow outadoor. Wonder if Sandy waah touch Toronto so mi call out work tmrw. Sigh.,,Jamrock_Prize
238842016,12/24/2012 13:49:05,false,787069465,,12/24/2012 13:47:12,false,instagc,0.9167,13637820,USA,FL,Argyle,68.207.157.78,true,Not informative: personal only,,,Some breeze a rass blow outadoor. Wonder if Sandy waah touch Toronto so mi call out work tmrw. Sigh.,117141,Some breeze a rass blow outadoor. Wonder if Sandy waah touch Toronto so mi call out work tmrw. Sigh.,,Jamrock_Prize
238842017,12/24/2012 13:24:17,false,787037949,,12/24/2012 13:23:08,false,fusioncash,0.7778,13063182,USA,SC,Moncks Corner,98.124.116.69,,"Informative: caution or advice
Informative: casualties (people injured or dead)
Informative: damage (building, road, lines, etc.)
Informative: offers/gives donations of money, goods, or free services
Informative: requests donations of money, goods, or free services
Informative: information source with extensive coverage (radio, tv, website, etc.)
Informative: people missing, or lost people found",,,Flooding & power outages continue to cause blood drive cancellations in areas Sandy impacted. Check http://t.co/wRlbuw6F for open sites,12814,Flooding & power outages continue to cause blood drive cancellations in areas Sandy impacted. Check http://t.co/wRlbuw6F for open sites,,RedCrossGAR
238842017,12/24/2012 13:28:24,false,787042858,,12/24/2012 13:24:29,false,amt,0.8182,4911269,USA,FL,Alachua,174.131.46.90,,"Informative: offers/gives donations of money, goods, or free services
Informative: other",,,Flooding & power outages continue to cause blood drive cancellations in areas Sandy impacted. Check http://t.co/wRlbuw6F for open sites,12814,Flooding & power outages continue to cause blood drive cancellations in areas Sandy impacted. Check http://t.co/wRlbuw6F for open sites,,RedCrossGAR
238842017,12/24/2012 13:45:35,false,787065237,,12/24/2012 13:44:18,false,instagc,0.9167,13441146,USA,GA,Cleveland,98.18.108.46,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,Flooding & power outages continue to cause blood drive cancellations in areas Sandy impacted. Check http://t.co/wRlbuw6F for open sites,12814,Flooding & power outages continue to cause blood drive cancellations in areas Sandy impacted. Check http://t.co/wRlbuw6F for open sites,,RedCrossGAR
238842018,12/24/2012 13:37:14,false,787054092,,12/24/2012 13:35:43,false,instagc,0.9048,14031300,USA,TX,Dallas,70.247.113.51,true,"Can not judge (not in English, too short, etc.)",,,@Global_Exc Declara Obama desastre en NY y Nueva Jersey suman 16 muertos en EU por paso de #Sandy http://t.co/n6NjsVc7 http://t.co/P1Eu1Hsb,68445,@Global_Exc Declara Obama desastre en NY y Nueva Jersey suman 16 muertos en EU por paso de #Sandy http://t.co/n6NjsVc7 http://t.co/P1Eu1Hsb,,hotelaquavi
238842018,12/24/2012 13:46:37,false,787066469,,12/24/2012 13:45:43,false,amt,0.875,14512675,USA,NY,Bronx,74.89.53.157,,"Informative: caution or advice
Can not judge (not in English, too short, etc.)",,,@Global_Exc Declara Obama desastre en NY y Nueva Jersey suman 16 muertos en EU por paso de #Sandy http://t.co/n6NjsVc7 http://t.co/P1Eu1Hsb,68445,@Global_Exc Declara Obama desastre en NY y Nueva Jersey suman 16 muertos en EU por paso de #Sandy http://t.co/n6NjsVc7 http://t.co/P1Eu1Hsb,,hotelaquavi
