item_id,eye_witness,eye_witness_in,eye_witness_out,informative,informative_in,informative_out,damage,damage_in,damage_out,Y_in,Y_out,Y,text
508,1,1,2,1,3,0,0,0,3,0,3,0,RT @HuffingtonPost: Mayor Bloomberg: The 76 shelters we opened will remain open today. #Sandy #NYC
509,0,0,3,0,0,3,0,0,3,0,3,0,#Amen RT @eccentrixbreeze I pray that Sandy decides to chill before she does anymore damage.
510,0,0,3,0,1,2,0,1,2,0,3,0,RT @ciro_negrin: #Canarias empieza a vivir su #Sandy particular #LittleSandy
511,0,0,3,0,0,3,0,0,3,0,3,0,#sandy please be nice to all my loved ones in #nyc
512,0,0,3,0,0,3,0,0,3,0,3,0,RT @essesfadoliam: A gente dando forÃ­_a pros estados unidos e uma americana idiota falando que quem merecia o Sandy era a gente
513,0,0,3,1,3,0,1,3,0,0,3,0,RT @GMA: 46 miles of track in the NYC subway system are underwater (via @ChrisCuomo) #Sandy
514,1,1,4,1,5,0,1,3,2,1,4,1,RT @BoingBoing: Video from flooded NYC: East 8th Street and Avenue C before the blackout #sandy http://t.co/jwJN6xdZ
515,0,0,6,1,4,2,0,0,6,0,6,0,RT @DaKreek: Sharks popping up in New Jersey Streets... #Sandy http://t.co/swLbiYP2
516,0,0,3,0,0,3,0,0,3,0,3,0,@NorthernMNer yep. and this: http://t.co/z9SvAqB1 i need never purchase from anyone that did a Sandy promotion/sale.
517,0,0,3,0,1,2,0,0,3,0,3,0,#SANDY osama roaring from sea at US
518,0,0,4,0,0,4,0,0,4,0,4,0,#followback May an individual assist me fix This specific http://t.co/ojgWGpnt
519,0,0,3,0,0,3,0,0,3,0,3,0,Just spent a good 15 minutes staring at pictures from NJ and NYC. #holymoly #sandy
520,0,0,3,0,0,3,0,0,3,0,3,0,RT @AlanAshby: guys we wrote the flood about hurricane sandy which also means yes WE CAN SEE THE FUTURE
521,0,0,3,1,2,1,0,0,3,0,3,0,RT @Taylor98Hannah: @JoshDevineDrums Be safe guys!! #Sandy #NYC #besafe
522,0,0,3,1,3,0,1,3,0,0,3,0,Breeze point got destroyed #Sandy
523,0,0,3,1,3,0,1,3,0,0,3,0,RT @NBCNews: Six-alarm blaze rips through 50 houses in Queens NY as #Sandy batters East Coast http://t.co/V1v0RBSY
524,0,0,3,0,0,3,0,0,3,0,3,0,#iÃ£Ã³_Âµ_______Âµ___Ã‡Ã£Â€Ã£_ If perhaps sexual intercourse ended up being as good as this specific http://t.co/YusPpyEh
525,1,1,2,1,3,0,1,3,0,1,2,1,Cleaning up riverside park. The whole bike path was submerged last night! #sandy #aftermath http://t.co/pQyAKKHm
526,0,0,3,1,3,0,1,2,1,0,3,0,Bad news for NYC gays this summer -&gt; LATEST UPDATE: Sandy Devastates Fire Island :: EDGE on the Net via @edgeonthenet
527,0,0,3,0,0,3,0,0,3,0,3,0,RT @ElLuismaestonto: El huracÃ­Ã§n #Sandy pasa por EEUU y sale en todos los medios ÂŒÃ‹Alguien sabÃ­_a que antes habÃ­_a pasado por HaitÃ­_ y por Cuba? Eso no lo cuentan...
528,0,0,3,0,0,3,0,0,3,0,3,0,RT @CEOStark: To all those in the path stay strong. To all those helping those in the path thank you. #Sandy
529,0,0,3,1,3,0,1,3,0,0,3,0,RT @businessinsider All Of These Cars & Boats Were Destroyed By Sandy: In its voyage up the Atlanti... http://t.co/frjUty7h #Philippines
530,0,0,3,0,1,2,0,1,2,0,3,0,RT @RaiseASail: SANDY DID NOT ONLY AFFECT NYC PEOPLE. Gosh...
531,0,0,3,0,0,3,0,0,3,0,3,0,"People saying Sandy was ""soft"" need to appreciate the little things in life. Like how it's free taco day at taco bell. Like that."
532,0,0,3,0,0,3,0,0,3,0,3,0,"RT @zachbraff: The last time I got screwed by a Sandy this bad was when I bought tickets to ""The Blind Side."""
533,0,0,3,1,2,1,1,1,2,0,3,0,Instagram photos show Sandy's drenching path http://t.co/udnDw8sI
534,0,0,3,1,2,1,1,1,2,0,3,0,Wow look at this crane collapse on top of One57 -- new building as tall as Empire State Building on Central Park South http://t.co/Z5fkkSbA
535,0,0,3,0,0,3,0,0,3,0,3,0,RT @SantaKlofft23: I WILL BE SO HAPPY IF WE DON'T HAVE SCHOOL TOMORROW. Sandy help us out
536,0,0,3,0,1,2,0,1,2,0,3,0,@WheresAndrew Are u looking forward to getting home? Hope ur place is safely out of any danger from #Sandy now that would be an #adventure!
537,0,0,3,1,2,1,0,0,3,0,3,0,In case you missed it: Hurricane Sandy: why have the British media ignored Caribbean victims? http://t.co/OvWE7FkJ
538,0,0,3,1,2,1,0,0,3,0,3,0,The pictures I've seen from NYC and the Jersey Shore are just devastating. Thinking of you guys :-( #sandy
539,0,0,3,0,2,1,0,1,2,0,3,0,Sandy from the International Space Station http://t.co/1r9ouFDr Looks pretty intense from underneath right now too I can tell you. HT @FQXi
540,0,0,3,1,3,0,1,3,0,0,3,0,Space Shuttle Enterprise Damaged by Superstorm Sandy [PICS] - http://t.co/Uo03RRD8
541,1,1,2,1,3,0,1,3,0,1,2,1,RT @VegasBiLL: A Tour Of the Hurricane #Sandy Damage On New York's Upper West Side http://t.co/GcRUsNNO via @businessinsider #NYC
542,0,0,3,0,0,3,0,0,3,0,3,0,10 fotos falsas del huracÃ­Ã§n #Sandy http://t.co/oSCdYAP0
543,0,0,3,1,3,0,0,0,3,0,3,0,TID Inno Update Mashable Media Summit Rescheduled Due to Hurricane Sandy http://t.co/hQ60zjTj
544,0,0,3,0,0,3,0,0,3,0,3,0,@NathanFillion Your #sandy joke tweet posted right before another tweet about the NYC crane collapsing. Well done.
545,0,0,3,0,0,3,0,0,3,0,3,0,Regeerakkoord Sandy... Ik ga gewoon de was doen. #maandagavond
546,0,0,3,1,3,0,1,3,0,0,3,0,RT @SkyNewsBreak: AFP: President Obama declares 'major disaster' in New York after storm #Sandy
547,1,1,2,0,0,3,0,0,3,0,3,0,RT @Astro_Suni: Hope everyone is doing ok with the storm. Saw #Sandy on our flight path yesterday. From our vantage point #ISS  http://t.co/KFxXl90c
548,0,0,3,0,0,3,0,0,3,0,3,0,@usimmigration0 Rats...Huffpo server is down again. Sandy is a bitch.
549,0,0,3,1,3,0,0,0,3,0,3,0,RT @AlexJamesFitz: RT @achorowitz: 630-1030 PM will be the worst of the storm in NYC says Bloomberg #nyc #sandy
550,0,0,3,1,3,0,0,0,3,0,3,0,RT @nytimes: A transplant patient's nerve-racking evacuation from the NYU hospital: http://t.co/8KSqM9tT
551,0,0,3,1,2,1,0,0,3,0,3,0,@RealDonaldTrump holding your relief donation for the victims of #Sandy hostage. #Classy!
552,0,0,3,0,0,3,0,0,3,0,3,0,JÃ­Â©jeje huracÃ­Ã§n Sandy  chinguense pÃ­_tos ahora a quien le van a echar la culpa pinches come hamburguesas
553,0,0,3,1,3,0,0,0,3,0,3,0,RT @presidentloh: The University of Maryland College Park will be closed tomorrow Tuesday due to Hurricane Sandy. Stay safe and look out for each other.
554,1,1,2,1,2,1,1,2,1,1,2,1,Sandy and no power out! #HighFive
555,0,0,3,0,0,3,0,0,3,0,3,0,RT @LewSkii_21: Hurricane Katrina Hurricane Irene Hurricane Sandy.. WHAT HAPPENED TO HURRICANE CHRIS? AYE BAY BAY
556,0,0,3,0,0,3,0,0,3,0,3,0,@ItsJillJensen Also I visit NYC often so if there's a show of yours there I'll have an excuse to go _Ã´Ã–Ã– my heart breaks 4 it cause of Sandy
557,1,1,2,1,3,0,1,3,0,1,2,1,#Hurricane #Sandy may have flooded the East Coast taken down trees and killed power but HeyWire was up and running strong!
558,0,0,3,0,0,3,0,0,3,0,3,0,Alucinante tiburones en el metro de NYC #sandy http://t.co/aR4it6Gt
559,0,0,3,1,3,0,0,0,3,0,3,0,RT @RedCross: If in immediate need of shelter please visit http://t.co/Pgxt83by to locate your nearest options. #shelter #Sandy
560,0,0,3,0,1,2,0,1,2,0,3,0,for hurricane Sandy...jajajajajajaj http://t.co/4cRYcBCu
561,0,0,3,0,1,2,0,0,3,0,3,0,My work van feels like its blowing away... #sandy
562,0,0,3,0,0,3,0,0,3,0,3,0,RT @suzygray23: Hurricane sandy please cancel classes
563,0,0,4,0,2,2,0,0,4,0,4,0,"I Still Ain't Going to School tomorrow! &gt; RT""@NYGovCuomo: CORRECTION: Subways will be starting tomorrow morning not 2PM today #sandy"""
564,0,0,3,0,0,3,0,0,3,0,3,0,RT @Lord_Voldemort7: There will be a Star Wars 7. And people thought Hurricane Sandy was going to be the biggest disaster announced this week.
565,0,0,3,0,0,3,0,0,3,0,3,0,Essa semana estou me sentindo a maior hipster [da depressÃ­Â£o] com esse apelido internÃ­Â©rdico e enunciador de cataclismas [desde 2006].
566,0,0,3,0,2,1,0,0,3,0,3,0,Wonder is charter school got schhol tomarrow ? i hope sandy come again  lol.
567,0,0,3,0,0,3,0,0,3,0,3,0,Enviamos los mejores deseos a todos aquellos que se encuentran en Ã­Ã§reas afectadas por el huracÃ­Ã§n #Sandy.
568,0,0,3,1,3,0,0,2,1,0,3,0,TingooKIDS: http://t.co/KWTAnlwu The Wire: Superstorm Sandy's trail of destruction; NYC strangely quiet ... - San Jo... http://t.co/DDirZaYJ
569,0,0,3,1,3,0,1,2,1,0,3,0,RT @breakingstorm: Video: Aerial view of Seaside Heights New Jersey coastline after Hurricane Sandy - TheNationalGuard on YouTube http://t.co/cgAY0ka5
570,0,0,3,1,3,0,0,0,3,0,3,0,RT @WHSVabruner: Harrisonburg Schools closed tomorrow #Sandy #WHSV
571,1,1,5,0,2,4,0,0,6,0,6,0,Holed up in a #NYC bar Australian honeymooners Simon (@getoutsideau) and Simone Pollard wait out #Sandy http://t.co/pVKb4HTK #staysafe!
572,0,0,3,0,0,3,0,0,3,0,3,0,THE POWER JUST FLICKERED. NO. DAMN YOU SANDY
573,0,0,3,0,1,2,0,0,3,0,3,0,RT @ShutUp_brooke: That hurricane sandy parody account Is so stupid
574,1,1,2,1,3,0,0,0,3,0,3,0,Weathering the storm. Reporting from the Hudson River as Sandy approaches. #nyc #sandy #cuj13 http://t.co/RhSFNOad
575,0,0,3,0,0,3,0,0,3,0,3,0,hope my friend gets home from america safely with Sandy there :(
576,1,1,2,1,2,1,0,0,3,0,3,0,We all saw what #Sandy looked like on the ground. Here's what she looked like from space: http://t.co/LmhEk20x via @jaketapper
577,0,0,3,1,3,0,0,0,3,0,3,0,Did a follow up with bbc radio merseyside today at 5.02pm brit trapped in nyc #sandy http://t.co/kVdjAN1d
578,0,0,3,1,3,0,0,0,3,0,3,0,RT @CTVNews: UPDATE: Hurricane Sandy advances on U.S. coastal cities faster than expected http://t.co/mEh6Sicr
579,0,0,3,1,2,1,0,0,3,0,3,0,Mashable Media Summit Rescheduled Due to Hurricane Sandy: We have all seen over the past few days that Hurrica... http://t.co/fWDyZfDU
580,0,0,3,0,0,3,0,0,3,0,3,0,RT @fetcheves: CÃ­Ã§mara en vivo . NYC esperando a #Sandy http://t.co/kakO6NDD
581,0,0,3,1,2,1,0,0,3,0,3,0,"RT @Julie_Lindsey: The tomb of the unknown soldier being guarded during Sandy. #respect http://t.co/OsCqiRSc"""
582,0,0,3,1,3,0,0,0,3,0,3,0,NYC Entrepreneurs Stand Up to Hurricane Sandy - From local businesses to tech startups a look at the creative ways ... http://t.co/HD1Eo9W6
583,0,0,3,0,1,2,0,0,3,0,3,0,RT @AlexMaragos: Stay strong New York. #Sandy #NYC http://t.co/MEniXehO
584,0,0,3,1,3,0,1,3,0,0,3,0,RT @HurricaneNBC10: #Sandy clearly the worst natural disaster in NJ history...NYC as well. Total damage probably in tens of billions.
585,0,0,3,0,0,3,0,0,3,0,3,0,In fact I'm calling it Hurricane Mom from here on out. #Sandy #HurricaneSong #HurricaneMom
586,1,1,2,1,3,0,1,2,1,1,2,1,RT @twc_hurricane: MT @NYGovCuomo: Entrance to Battery Park flooded NYC DOT truck seen submerged http://t.co/90TS0xac #Sandy
587,0,0,3,0,2,1,0,0,3,0,3,0,RT @craiguito: @ThePoke Hurricane Sandy's early warning system http://t.co/AHYfsNmc
588,0,0,5,1,3,2,0,1,4,0,5,0,Hilarious! MT @EtepKcalb: NYC floods. Care to guess which burough is depicted in this photo? #Sandy http://t.co/ptS1Emup
589,0,0,3,1,3,0,0,0,3,0,3,0,RT @LeahRemini: Red Cross asking for anyone who can -donate blood across America 3000 units short. Also can text dono 'Red Cross' to 90999 #Sandy
590,0,0,3,0,0,3,0,0,3,0,3,0,"_Ã´Ã–Â± RT @KariVanHorn: OH.MY.WOW. ""@davidortiz: God take over this... http://t.co/qgo4Z6xp"" #Sandy"
591,0,0,3,1,3,0,0,1,2,0,3,0,Hospitals battled to protect patients as Sandy raged: NEW YORK (Reuters) - At one New York hospital where backup... http://t.co/bhvcsRcC
592,0,0,3,0,0,3,0,0,3,0,3,0,RT @TheRealRoseanne: Sandy is a real bitch-
593,1,1,2,1,3,0,0,1,2,1,2,0,Route 16 closed between Natick and Wellesley College as Hurricane Sandy pummels the region. - http://t.co/uE2FvYUS #bosandy @BostonDotCom
594,0,0,3,1,2,1,0,1,2,0,3,0,Wow. Hope everyone is safe. The damage looks serious Ã¤Ã³Ã¬@MrRich: Hurricane Sandy wreaking havoc on NYC landmark. http://t.co/EvegpA0OÃ¤Ã³Â
595,0,0,3,0,0,3,0,0,3,0,3,0,RT @ClimaxxDGAF: Ok this hurricane sandy tweets are done . Not funny anymore -.-
596,0,0,3,0,0,3,0,0,3,0,3,0,RT @AsterZephyrIsis: I wish Hurricane Sandy would pick up Obama and Romney and maybe Wall Street and dump them on that giant pile of trash in the Pacific Ocean.
597,1,1,2,0,1,2,0,1,2,0,3,0,Safe & sound in #Bronx no damage still have power (so far). Catching up with news of #Sandy effects on devastated NYC
598,0,0,3,0,1,2,0,1,2,0,3,0,@ObiAkumazi my guy we get hurricane sandy. she dey scatter my window for here.
599,0,0,3,0,0,3,0,0,3,0,3,0,RT @JenRamos: Thankful we live on the UES #nyc #sandy
600,1,1,2,0,2,1,0,2,1,1,2,0,#NYC sewers + old subway tunnels filled with pink sludge: http://t.co/grdA49W9 - #sandy
601,1,2,1,0,1,2,0,1,2,0,3,0,@Real_Liam_Payne I'm sitting in the dark tweeting you! Hurricane sandy would want you to follow me!
602,0,0,3,0,1,2,0,0,3,0,3,0,Screw hurricane sandy delaying my packages and shit
603,0,0,3,1,3,0,0,0,3,0,3,0,RT @igolop: Hurricane #sandy on its way to NYC @Banjo http://t.co/Q8oJu6x5
604,0,0,3,0,0,3,0,0,3,0,3,0,"This is awesome. If only I had it before #Sandy - ""7 Healthy Home Office Yoga Poses"" http://t.co/FxEYbeJ6"
605,0,0,3,1,3,0,0,1,2,0,3,0,Donnie Wahlberg & Celebs Tweet Hurricane Sandy Destruction http://t.co/SU8zxsqP
606,0,0,3,0,1,2,0,1,2,0,3,0,Too bad Feds don't have green Solyndra type money to help victims of Sandy.
607,0,0,3,1,2,1,0,0,3,0,3,0,RT @NYCMayorsOffice: Mayor Bloomberg will update New Yorkers on #Sandy at 10 AM. Will be live on http://t.co/wl7rGW1H.
608,0,0,3,0,0,3,0,0,3,0,3,0,RT @AHurricaneSandy: WHY IS MAH NAME SANDY THO??? I'M NOT DAT LESBIAN SQUIRREL FROM SPONGEBOB.
609,0,0,3,1,3,0,0,2,1,0,3,0,RT @HuffingtonPost: Mayor Bloomberg: Public transportation will likely remain closed tomorrow #Sandy #NYC
610,0,0,3,1,2,1,0,0,3,0,3,0,All NYU dorms will be required to evacuate by 3pm tomorrow...oy vey...attempting to get to my grandparents place in BK 2mrw morning #sandy
611,0,0,3,0,0,3,0,0,3,0,3,0,We live in a very advance tech world but we still can't figure out the traffic light system. #sad almost as sad as #sandy
612,0,0,3,1,3,0,0,0,3,0,3,0,Hurricane Sandy Splits Energy Markets As Gasoline Spikes On Refinery Outages http://t.co/g9E2ejtP #business
613,0,0,3,0,2,1,0,2,1,0,3,0,RT @danvmathews: Even TRYING to be compassionate total morality #fail. 50+ dead in Haiti alone #UnworthyVictims http://t.co/wi25a0rX http://t.co/HMLjiiXD
614,0,0,3,1,3,0,0,2,1,0,3,0,RT @DanielSquadron: RT @jimog: Important. NYC bridges are NOT open to general traffic only to drivers with city ID: Firefighters paramedics etc. @WNYC #sandy
615,0,0,3,0,1,2,0,0,3,0,3,0,Venus=love/money Uranus=unpredictability. Sudden impulse to relate or spend. Or sudden expenditures come up. Hmm some b/c of #sandy
616,0,0,3,0,2,1,0,0,3,0,3,0,RUSH: ThereÃ¤Ã³Â»s Nothing Obama Can Do to Postpone Election - Hurricane Sandy - Fox Nation http://t.co/Z75iAUXp
617,0,0,3,1,3,0,0,1,2,0,3,0,RT @69News: The Snowshoe Mtn. Resort in W. Va. sent this photo of #Sandy snow: 19 inches so far. Maybe 2 feet more still to come. http://t.co/X1gOHS5L
618,0,0,3,1,3,0,1,2,1,0,3,0,Colorlines: Who's Going to Fix NYC Subways After Hurricane Sandy? Blacks and Latinos http://t.co/Uwuud0m3- great article to read re: #sandy
619,0,0,3,1,3,0,0,1,2,0,3,0,Superstorm Sandy wrecks havoc across US East Coast death toll... - http://t.co/K1H2Jcug - #NewYorkCity #Tragedy
620,1,1,2,0,0,3,0,0,3,0,3,0,Sandy blew me yesterday cuz cuz of her Kaiser cancelled my appointment to find out Mookie gender
621,0,0,3,0,1,2,0,0,3,0,3,0,InternetÃ¤Ã³Â»s working but really slow. Is this Sandy-related?
622,0,0,3,1,3,0,0,2,1,0,3,0,@JonathanRKnight Ã¤Ã³Ã¬@BBCBreaking: Crane hanging beside skyscraper in NYC as Hurricane #Sandy approaches - PICTURE http://t.co/PdnrFyBoÃ¤Ã³Â
623,0,0,3,0,0,3,0,0,3,0,3,0,RT @Oss3y: @Schaserr SUZIE TOO SMALL FOR SANDY
624,1,2,1,1,3,0,1,2,1,1,2,1,RT @alisonwallaceee: Don't care how spoiled I sound MY YACHT CLUB IS UNDERWATER AND IM FUCKING FREAKING OUT. If Sandy was a girl I'd beat the shit out of her
625,0,0,3,0,0,3,0,0,3,0,3,0,RT @Lord_G_Almighty: Not long until God goes bobbing for the Big Apple. #Sandy
626,0,0,3,0,0,3,0,0,3,0,3,0,"RT jajaja @GokuMeme ""Eleve mucho mi ki y cree el huracÃ­Ã§n Sandy sorry New York."""
627,1,1,2,1,2,1,1,1,2,0,3,1,Oh my #sandy #NYC http://t.co/S1UxiqOC
628,1,1,2,1,2,1,0,1,2,0,3,0,Befriending Sandy @atreagan http://t.co/1k4p053z
629,1,1,2,0,0,3,0,0,3,0,3,0,sandy is doing work outside #makeitnasty
630,0,0,3,1,3,0,0,1,2,0,3,0,Travel Alerts: Hurricane Sandy Travel Update. Monday Oct. 29 2012 Ã¤Ã³Ã± 6:00pm PDT Trafalgar is c... http://t.co/Pwl728RX @CruiseWithBruce
631,0,0,3,0,0,3,0,0,3,0,3,0,Sandy better take a break on halloween I want candy ..
632,0,0,3,0,2,1,0,2,1,0,3,0,RT @KatieLinendoll: Its officially starting to look like Ghostbusters outside #nyc #sandy
633,0,0,3,1,1,2,0,0,3,0,3,0,RT @_FukYoFeelins: #Sandy http://t.co/CNi1EqA5
634,0,0,3,1,2,1,0,1,2,0,3,0,RT @AlinaChoCNN: Tune in for latest on #crane collapse at 515pmET when I join @wolfblitzer in the @CNNSitRoom @CNN #sandy
635,0,0,3,1,3,0,0,0,3,0,3,0,"RT @thinkprogress: Bush's FEMA director Michael Brown criticizes Obama for responding to Sandy too ""quickly"" http://t.co/Bf1pZ67m #nottheonion"
636,0,0,3,1,2,1,0,1,2,0,3,0,VÃ­_a fb dont wait till is to late plz convince the elderly check the ill warn the rest this is #AtlanticCity #Sandy http://t.co/nLOUWrvD
637,0,0,3,0,0,3,0,0,3,0,3,0,RT @CrizzyDrake: These hurricane sandy tweets getting me weak
638,0,0,3,1,3,0,1,3,0,0,3,0,Sandy sputters over Pennsylvania: Millions are without power towns are sloshing in floodwaters mass transit is... http://t.co/B83wzaou
639,0,0,3,1,3,0,0,0,3,0,3,0,RT @taroar: Holy shit... #sandy RT @RoseRambles Amazeballs pic of Sandy coming into NYC. #frankenstorm http://t.co/yltOP7sQ
640,0,0,3,1,3,0,0,0,3,0,3,0,Double Rainbow Shines in NYC After Superstorm Sandy: And after the storm a rainbow. A double rainbow actuall... http://t.co/50pLS5aZ
641,0,0,3,0,0,3,0,0,3,0,3,0,these hurricane sandy tweets are funny ..
642,0,0,3,0,0,3,0,0,3,0,3,0,RT @Klarilis: Sandy sÃ­_lo quiere un Danny Zuko que la quiera.
643,0,0,3,1,3,0,1,3,0,0,3,0,RT @NWSBoston: House off foundation due to storm surge on Row Carpenter Beach in Charlestown RI. #RIwx #stormsurge #sandy http://t.co/VUgTK7EZ
644,0,0,3,1,2,1,0,0,3,0,3,0,Sandy & NYC http://t.co/kpXTPRWP (RT @killermince) #frankenstorm @robynmcilwain @KateMcIlwain12 @clairemcilwain
645,0,0,3,1,3,0,0,2,1,0,3,0,RT @NYCMayorsOffice: Mayor: @NYC_Buildings is inspecting the crane on 57th Street and other buildings that may have been impacted by #Sandy
646,0,0,3,1,3,0,0,1,2,0,3,0,In the wake of #sandy @ Magoon Park http://t.co/qKbVukEz
647,0,0,3,0,1,2,0,1,2,0,3,0,The nyc financial district has been a disaster long before #Sandy
648,0,0,3,0,1,2,0,0,3,0,3,0,@Real_Liam_Payne FOLLOW ME LIAM BEFORE I DIE BC HURRICANE SANDY xx90
649,0,0,3,1,2,1,0,0,3,0,3,0,RT @ajhalls1: Latest image from New York before #sandy hits: http://t.co/E7P9zyfv &lt;Hahahahaha!
650,0,0,3,0,0,3,0,0,3,0,3,0,I feel like hurricane sandy is just oging to give everyone a reason to say the world is ending in december
651,0,0,3,0,0,3,0,0,3,0,3,0,Heeft #Sandy Nederland soms bereikt?
652,0,0,3,0,0,3,0,0,3,0,3,0,Oh #Sandy....
653,0,0,3,0,0,3,0,0,3,0,3,0,RT @CloydRivers: Hurricane Sandy don't want none. This is Merica we ain't scared.
654,0,0,3,1,3,0,0,0,3,0,3,0,RT @Alyssa_Milano: A time-lapse of the New York City sky during #Sandy. WATCH: http://t.co/0OX5cPzU /via @TheAtlantic @cubfancurt
655,0,0,3,0,1,2,0,1,2,0,3,0,RT @TPAIN: My thoughts and prayers are with everybody on the East coast affected by Hurricane #Sandy. Be safe people!
656,0,0,3,1,3,0,0,0,3,0,3,0,RT @forefrontNYC: Our most pressing need at this time is for volunteers at multiple locations. See http://t.co/JKN50gQl for details
657,0,0,3,0,0,3,0,0,3,0,3,0,I know she's done some damage and hurt some people but I am in love with Sandy Frankenstorm. She got me out of jury duty this morning.
658,0,0,3,1,2,1,0,0,3,0,3,0,Late Night with Jimmy Fallon Hurricane Sandy Cold Open + Monologue: http://t.co/XhJF8bKx via @youtube LOL!!!!!!!
659,0,0,3,0,0,3,0,0,3,0,3,0,C supone q deberÃ­_a estar en NYC en estos momentos y x azahares del destino voy camino a Santiago. X algo pasan las cosas me salve de Sandy
660,0,0,3,0,0,3,0,0,3,0,3,0,RT @victoroliveira: FuracÃ­Â£o Sandy diz que sÃ­_ apareceu porque no outono Ã­Â© sempre igual as folhas caem no quintal e quis dar uma mudada
661,0,0,3,1,3,0,0,0,3,0,3,0,RT @mitchellreports: Red Cross tells us grateful for Romney donation but prefer people send money or donate blood dont collect goods NOT best way to help #Sandy
662,0,0,3,0,0,3,0,0,3,0,3,0,This is f'n cute http://t.co/I1r4Ux1m
663,0,0,3,1,2,1,0,0,3,0,3,0,RT @57UN: Latest image from New York before #Sandy hits..... wait where is... Oh! http://t.co/lKdZxbQT
664,0,0,3,0,0,3,0,0,3,0,3,0,RT @a_lo_gonzo: Ã¤Ã³Ã¬@pilurubio: Efectivamente ya estÃ­Ã§n todos listos en NYC para la llegada del HuracÃ­Ã§n #Sandy . ExpectaciÃ­_n mÃ­Ã§xima. http://t.co/7YhzmV2xÃ¤Ã³Â
665,0,0,3,0,0,3,0,0,3,0,3,0,hope everyone is safe from hurricane sandy! &lt;3
666,0,0,3,1,3,0,0,0,3,0,3,0,RT @wpbtonzlewis: MSNBCRidicules Romney 4 Collecting Food & Supplies 4 SandyVictims | http://t.co/dPhlhcGE http://t.co/4mmwGlTP more sheer nastiness from left
667,0,0,3,0,0,3,0,0,3,0,3,0,OH: Hurricane Sandy is Nature's way of punishing all of the crimes committed against it in the East. [Ed. Um yeah okÃ¤Ã³_]
668,0,0,3,0,0,3,0,0,3,0,3,0,Ã¤Ã³Ã¬@jonnyschulman22: @Briattanasio anythings possible with sandyÃ¤Ã³Â
669,1,1,2,1,3,0,1,2,1,1,2,1,"RT @transportdata: MTA: ""Worse than worst case"" RT @urbandata: All Seven NYC Subway Tunnels Are Flooded: @TransportNation http://t.co/dYXYy7cC #Sandy #transit"
670,0,0,3,1,3,0,0,0,3,0,3,0,RT @kayladidier: To help those affected by Hurricane Sandy: Text REDCROSS to 90999 to give $10 or visit http://t.co/7eaxdkMb
671,0,0,3,0,0,3,0,0,3,0,3,0,RT @Infamous_Rockyy: REAL GOONS GO TO THE STORE DURING SANDY!!!! http://t.co/PtxlBwZY
672,0,0,3,0,0,3,0,0,3,0,3,0,Thank you sandy for ruining NYC I def was looking forward to my shopping trip!
673,0,0,3,1,3,0,0,0,3,0,3,0,"RT @LIRedCross: If you were impacted by Hurricane #Sandy let friends and family know you're ""safe & well"" by registering here: http://t.co/jkuLLjWj"
674,0,0,3,1,1,2,0,0,3,0,3,0,Dubbele regenboog boven NYC na #Sandy... http://t.co/yvhfPD7d
675,0,0,3,0,0,3,0,0,3,0,3,0,RT @vixxcortes: Sandy la ha acojonado http://t.co/yCAvi8P6
676,0,0,3,1,3,0,0,0,3,0,3,0,RT @lotuselyse: Really interesting guide of real vs. fake Hurricane Sandy Twitter photos from The Atlantic: http://t.co/yGBs2L9C
677,0,0,3,1,3,0,0,0,3,0,3,0,RT @AnonymousPress: AMAZING PHOTO: Even a hurricane won't keep the honor guard from the Tomb of the Unknown Soldier this morning. #Sandy http://t.co/b015BHhw
678,0,0,3,0,0,3,0,0,3,0,3,0,#Sandy http://t.co/dKrKw3Q9
679,0,0,3,0,0,3,0,0,3,0,3,0,RT @DaniloGentili: Um PaÃ­_s sobreviver ao furacÃ­Â£o Sandy Ã­Â© fÃ­Ã§cil. Quero ver sobreviver a colonizaÃ­_Ã­Â£o portuguesa.
680,0,0,3,1,3,0,0,0,3,0,3,0,Everyone follow and retweet! Later I will show yall a way to donate $1 for those affected by the hurricane. God bless
681,0,0,3,0,2,1,0,0,3,0,3,0,RT @sciam: Sandy versus Katrina and Irene: Monster Hurricanes by the Numbers http://t.co/F4s4QKCU
682,1,1,2,0,0,3,0,0,3,0,3,0,RT @JustBlaze: Sandy activity list: 1.Po Up 2.Headshot 3.Sit down 4.Stand up 5.Pass out 6.Wake up Faded.
683,0,0,3,0,0,3,0,0,3,0,3,0,Wow heel Jersey Shore is gewoon weg. Boardwalk volledig ingezakt kermis en al. #sandy #vettig
684,0,0,3,1,3,0,0,0,3,0,3,0,RT @MakeAWish: How to help those affected by #Sandy - http://t.co/GkTAqpVG
685,0,0,3,1,3,0,0,0,3,0,3,0,RT @AdamJennings1: Obama cancels campaign stops due to #Sandy but goes to Vegas the day after a terror attack on 9/11 kills Americans. #7HoursOfHell @romniac
686,0,0,3,1,3,0,1,3,0,0,3,0,MTA: In 108 Years The NYC Subway System Has Never Faced A Disaster As Devastating As This | http://t.co/PXsA4MdU #Sandy
687,0,0,3,0,0,3,0,0,3,0,3,0,@Real_Liam_Payne You should follow me just in case I die in Hurricane Sandy tonight. &lt;3
